Tweet_count,Username,Text,Created At,Retweets,Likes
86,Equipe de France ⭐⭐,"Le 𝙩𝙞𝙧𝙖𝙜𝙚 𝙖𝙪 𝙨𝙤𝙧𝙩 𝙙𝙚𝙨 𝙅𝙊 a rendu son verdict ! 🙌

Notre 𝙀́𝙦𝙪𝙞𝙥𝙚 𝙙𝙚 𝙁𝙧𝙖𝙣𝙘𝙚 𝙊𝙡𝙮𝙢𝙥𝙞𝙦𝙪𝙚, emmenée par Thierry Henry, sera confrontée à la Nouvelle-Zélande 🇳🇿, les États-Unis 🇺🇸 et le vainqueur du barrage AFC/CAF❓

🔜 Hâte d’y être @Paris2024 https://t.co/RZS9QjOXwt",Wed Mar 20 19:48:39 +0000 2024,326,2637
87,Hanni FRANCE 🫧,"﹝📸🐰﹞— 30.05.2024

￫ Hanni lors de l'événement de la Sejong University.

⚘ @NEWJEANS_ADOR  ⋮  #NEWJEANS #HANNI #하니 #HANNIPHAM #하니팜 https://t.co/pagcpViYpo",Thu May 30 21:25:10 +0000 2024,0,5
88,Paris 2024,"Le retour des légendes !
Hier, le premier jour du le relais de la Flamme s'est fini au Vélodrome.🏟️
Pour l'occasion, des légendes du ballon rond et de la chanson s'étaient données rendez-vous pour partager leur énergie du collectif dans ce temple du football.
Espérons que cette https://t.co/8x044W1TcT",Fri May 10 09:37:40 +0000 2024,77,320
89,Frontières,"👉 « Y’a pas moyen Aya. Ici c’est Paris, pas le marché de Bamako » : action du groupe Les Natifs (@LNatifs) hier soir à Paris pour contester le fait qu’Aya Nakamura représente la France en interprétant une chanson d’Edith Piaf lors de la cérémonie d’ouverture des JO 2024 à Paris. https://t.co/o8Y2TeDUEl",Sat Mar 09 10:38:20 +0000 2024,1654,6666
90,Actu Foot,"L’OL a perdu ses 5 dernières finales ! 

Les 5 face au PSG. 🤯

❌ vs PSG en 2014 (Coupe de la Ligue)
❌ vs PSG en 2015 (Trophée des Champions)
❌ vs PSG en 2016 (Trophée des Champions)
❌ vs PSG en 2020 (Coupe de la Ligue)
❌ vs PSG en 2024 (Coupe de France) https://t.co/13i585JX8A",Sat May 25 21:11:19 +0000 2024,844,6782
91,Alice Cordier,"Aller à la messe de Pâques la boule au ventre en se demandant si un fou ne va pas se faire exploser au nom d’Allah.

France 2024.

Belles fêtes nonobstant.",Sun Mar 31 16:15:22 +0000 2024,548,4415
92,Eurosport France,Un été record pour la délégation française ? Voici les prévisions de l'agence Gracenote pour les Jeux de #Paris2024 https://t.co/hzUvPURsy7,Wed Apr 17 16:35:10 +0000 2024,11,234
93,Mediavenir,"🏫🇫🇷 Voici à quoi ressemble le quotidien de centaines d’élèves en Seine-Saint-Denis, en 2024. ⤵️ (France Inter)
 https://t.co/kdX9bZ4twY",Wed Mar 13 17:14:53 +0000 2024,1833,6071
94,Vibes Foot,"Le GROUPE des Bleus pour l'EURO 2024 :

🇫🇷 France
🇦🇹 Autriche
🇳🇱 Pays-Bas
🇵🇱 Pologne https://t.co/jA2fyxGkoI",Tue Mar 26 22:29:58 +0000 2024,10,418
95,FFF,"𝗣𝗿𝗲̂𝘁𝘀 𝗮̀ 𝗿𝘂𝗴𝗶𝗿, 𝘀𝘂𝗽𝗽𝗼𝗿𝘁𝗲𝗿𝘀 𝗱𝗲𝘀 𝗕𝗹𝗲𝘂𝘀 ? 🦁🇫🇷

Ce soir, l'Equipe de France est à Lyon pour y défier l'Allemagne 🇩🇪
RDV à 𝟮𝟭𝗛 sur @TF1 📺

🎨 : Lyonka06

#FRAALL https://t.co/Goqvo0yHWM",Sat Mar 23 08:19:14 +0000 2024,84,731
96,Florian Philippot,"Monstrueux !

Dans Le Point : pour le général Vincent Desportes, « la seule façon de montrer à #Poutine que nous ne céderons pas, c'est de faire appel au sang des fils et des filles de France » ! 
(cf : https://t.co/fUap87NPU1)
➡️ Que ces fous de guerre donnent leur sang si ça https://t.co/sheM8bPXDm",Wed Mar 20 12:55:35 +0000 2024,2469,5492
97,France Rugby,"🔥 𝐋𝐀 𝐕𝐎𝐈𝐋𝐀̀ !
 
La compo des Bleues pour la finale face à l'Angleterre ! 😍
 
👊 Rendez-vous samedi à 17h45 au stade Chaban-Delmas à Bordeaux pour encourager les filles ! 
 
🎟️ Derniers billets disponibles !  👉 https://t.co/woCRy1hXVJ

#XVdeFrance #NeFaisonsXV #FRAANG https://t.co/zOkPliU7LV",Thu Apr 25 09:04:02 +0000 2024,44,343
98,Barbara78,"Emmanuel Macron dénonce le ""machisme transphobe"" visant son épouse !

Macron ne se rend même plus compte que ses propos sont d'une maladresse effarante !

Dénoncer un ""machisme transphobe"" revient à admettre implicitement que sa femme est un homme. 

https://t.co/w1fmf756RD",Sat Mar 09 01:06:03 +0000 2024,2110,4445
99,Eurosport France,"𝐏𝐨𝐮𝐫 𝐥'𝐡𝐢𝐬𝐭𝐨𝐢𝐫𝐞... 🔥 

Comme le veut la tradition, la flamme olympique est allumée depuis le sanctuaire d’Olympie avant de rejoindre la France pour un périple qui la mènera à Paris, le 26 juillet, jour du lancement des Jeux !

#Paris2024 #HomeOfTheOlympics https://t.co/NZY6UOQuvi",Tue Apr 16 09:23:45 +0000 2024,82,331
100,Footballogue,"🚨 OFFICIEL !

𝐋𝐄 𝐏𝐒𝐆 𝐄𝐒𝐓 𝐂𝐇𝐀𝐌𝐏𝐈𝐎𝐍 𝐃𝐄 𝐅𝐑𝐀𝐍𝐂𝐄 𝟐𝟎𝟐𝟒 ! ❤️💙

C’est le 12e titre de champion dans l’histoire du club 🤩

🏆 1986
🏆 1994
🏆 2013
🏆 2014
🏆 2015
🏆 2016
🏆 2018
🏆 2019
🏆 2020
🏆 2022
🏆 2023
🏆 2024 https://t.co/wmlOhFDebt",Sun Apr 28 19:01:30 +0000 2024,246,2511
101,Equipe de France ⭐⭐,"𝘈 𝘵𝘳𝘢𝘷𝘦𝘳𝘴 𝘵𝘰𝘶𝘵 𝘭𝘦 𝘱𝘢𝘺𝘴 🇫🇷😍

La saison 2024/2025 s'annonce passionnante pour les joueurs de Thierry Henry, qui joueront notamment 🔟 matchs en France (sans compter les JO) !

Alors, dans quelle ville vous viendrez encourager nos Bleuets ? 😄 https://t.co/cjn4vB36x7",Fri Apr 26 15:13:15 +0000 2024,67,601
102,FFF,"Nos 2️⃣ Équipes de France Olympiques connaissent leurs adversaires pour @paris2024 👀

𝑇𝑜𝑢𝑟𝑛𝑜𝑖 𝑓𝑒́𝑚𝑖𝑛𝑖𝑛 :
🇫🇷 France
🇨🇦 Canada 
🇨🇴 Colombie
🇳🇿 Nouvelle-Zélande 

𝑇𝑜𝑢𝑟𝑛𝑜𝑖 𝑚𝑎𝑠𝑐𝑢𝑙𝑖𝑛 :
🇫🇷 France
🇳🇿 Nouvelle-Zélande 
🇺🇸 États-Unis 
❓ Vainqueur du barrage https://t.co/qGbCNlokxQ",Wed Mar 20 20:17:47 +0000 2024,190,917
103,BeFootball,"🚨 L'ALLEMAGNE BAT LA FRANCE (2-0) 🇩🇪🇫🇷

Les Bleus n'ont pas été bons et n'ont pas montré beaucoup d'envie...

Une réaction est attendue au Vélodrome face au Chili 😤 https://t.co/QcE36zfzee",Sat Mar 23 21:51:24 +0000 2024,29,373
104,Vibes Foot,"🔴 La FFF a annoncé les stades pour les matchs de l'équipe de France en 2024-2025 : 

- Italie 🇮🇹 au Parc des Princes 
- Belgique 🇧🇪 au Groupama Stadium
- Israël 🇮🇱 au Stade de France https://t.co/tYQG5tc74o",Fri Apr 26 09:22:22 +0000 2024,18,263
105,French Team ⭐⭐,"Consecutive France appearances:  

84 - Antoine Griezmann 
83 
82 
81 
80 
79 
78 
77 
76 
75 
74 
73 
72 
71 
70 
69 
68 
67 
66 
65 
64 
63 
62 
61 
60 
59 
58 
57 
56 
55 
54 
53 
52 
51 
50 
49 
48 
47 
46 
45 
44 - Patrick Vieira",Mon Mar 18 18:43:05 +0000 2024,17,335
106,Equipe de France ⭐⭐,"Nos 23 Bleus vous donnent rendez-vous à Lyon et Marseille les 23 et 26 mars 😉🙌

Il reste quelques places pour venir les encourager à l'Orange Vélodrome ➡️ https://t.co/YxAWJr9fhv 

#FiersdetreBleus https://t.co/BC9tzRHv9y",Thu Mar 14 18:14:18 +0000 2024,78,518
107,Tom l'Histoirien,"@K_Nieto_ La France marquera au moins un but lors de la compétition.

Il y aura plusieurs corners.

Jean François Copé ne sera pas titulaire en défense centrale de la Géorgie.",Thu May 16 17:26:36 +0000 2024,50,1400
108,France Rugby,"🔥 𝙇𝙖 𝙘𝙤𝙢𝙥𝙤 de vos Bleues pour affronter l'Italie ! 😍
 
🎟️ Venez les encourager dimanche au stade Jean Bouin à Paris ! 👉 https://t.co/woCRy1hXVJ
 
#XVdeFrance #FRAITA #NeFaisonsXV https://t.co/rsUCGwBrNa",Fri Apr 12 15:01:34 +0000 2024,27,204
109,BeFootball,🚨 OFFICIEL ! La France connaît désormais l'identité du 4e pays de sa poule pour l'EURO 2024 ! 👀🇫🇷 https://t.co/NTPyGnJErB,Tue Mar 26 22:33:26 +0000 2024,32,255
110,Vibes Foot,"🔴 2024, une ANNÉE RECORD pour le football français 🇫🇷 : 

9 équipes nationales participeront à des compétitions majeures cet été, incluant l'Euro et les Jeux Olympiques. Une première historique ! 🤯👏 https://t.co/CmjZgLKpjq",Thu Apr 11 13:35:44 +0000 2024,11,229
111,Eurovision France 🇫🇷,"🌟 Découvrez la bande-annonce officielle de l’#Eurovision2024 ! Ne manquez pas la grande finale, le samedi 11 mai à 21h00, diffusée en direct sur France 2. 🇫🇷 https://t.co/SXB6XF1vMy",Mon May 06 12:26:11 +0000 2024,83,354
112,French Team ⭐⭐,"France lose to Germany in their first match of 2024.

🔜 Les Bleus face Chile in Marseille on Tuesday 🇨🇱

#FRAGER | #FiersdetreBleus https://t.co/1QAlira2fq",Sat Mar 23 21:54:03 +0000 2024,30,310
113,French Team ⭐⭐,"The first squad of 2024 revealed 📝

The upcoming matches for Les Bleus :
🇨🇵🇩🇪 (Saturday 23 in Lyon)
🇨🇵🇨🇱 (Tuesday 26 in Marseille)

#FiersdetreBleus https://t.co/LCsY3LfMux",Thu Mar 14 13:14:17 +0000 2024,77,376
114,Equipe de France ⭐⭐,"Nouveaux maillots, nouvelles ambitions 👊

Les joueurs de Thierry Henry s'apprêtent à vivre un été 2024 historique avec les Jeux Olympiques en France !

La préparation continue avec un match contre les Etats-Unis (futur adversaire aux JO), ce soir à 21h05 sur @lachainelequipe 📺 https://t.co/EHSNcGYTk3",Mon Mar 25 08:56:18 +0000 2024,89,1345
115,EspoirsduFootball,"Allez, voici ma liste de l'équipe de France pour l'Euro 2024. 

Faites la vôtre #Euro2024 https://t.co/OEIRPYQrEV via @lequipe https://t.co/cii0Yh9h8l",Thu Mar 28 05:40:44 +0000 2024,9,200
116,French Team ⭐⭐,"𝐅𝐎𝐂𝐔𝐒 𝐎𝐍 𝐄𝐔𝐑𝐎𝐏𝐄 👉

@euro2024 in Germany 🇩🇪 gets underway in 1️⃣0️⃣0️⃣ days! ⏳🔜

#FiersdetreBleus https://t.co/4a1FVaxx6l",Wed Mar 06 14:11:30 +0000 2024,47,389
117,French Team ⭐⭐,"𝑴𝑨𝑹𝑺𝑬𝑰𝑳𝑳𝑬, land of passion and football, welcomes Les Bleus to the Orange Vélodrome 💙

🇫🇷 France 🆚 Chile 🇨🇱
⌚️ 9pm CET

#FRACHL | #FiersdetreBleus https://t.co/NHl7SrqJxg",Tue Mar 26 08:07:35 +0000 2024,15,249
118,CANAL+ Foot,"🗨️ ""La France vous prépare de grands JO. On a tout pour réussir""

La prise de parole de Tony Estanguet, président du comité d'organisation de Paris-2024, dans le Canal Football Club 🗣️ https://t.co/MciBAgzQ1B",Sun May 12 18:14:28 +0000 2024,8,201
119,France Rugby,"😍🔥 𝐋𝐀 𝐕𝐎𝐈𝐋𝐀̀ !

La composition des Bleus qui affronteront l'Angleterre pour le dernier match des #SixNations 2024 🇫🇷🏴󠁧󠁢󠁥󠁮󠁧󠁿  

🔜 Rendez-vous samedi à 21h depuis le @GroupamaStadium ou sur @FranceTV ! #NeFaisonsXV 

#XVdeFrance #FRAANG https://t.co/m1Q3qZMeHB",Thu Mar 14 10:31:59 +0000 2024,266,1675
120,Alain Weber,"Waouuuh, je soutiens la proposition d’un communiste 😳 ! Je vis en Espagne qui comme le Portugal a quitté ce marché européen de l’électricité ! Léon Deffontaines : Ce n’est pas aux Français de payer le choix stratégique des Allemands. https://t.co/vBz4IWjqGJ",Thu May 30 20:16:09 +0000 2024,9,47
121,Jordan Bardella,"Le mépris pour notre drapeau tricolore, la cancellisation de notre patrimoine chrétien : le grand drame de la France est d’avoir des dirigeants qui ne l’aiment pas.

Le macronisme, c’est le grand effacement de notre identité. https://t.co/8AHv4YULLP https://t.co/AZqkgvyFLD",Tue Mar 05 13:01:32 +0000 2024,1968,9054
122,Jean MESSIHA,"En France en 2024, on est sommé d’avoir pour préoccupation #Gaza et #Rafah.

Mais si vous avez pour préoccupation la France et les Français vous êtes fachos d’extrême-droite.

On est chez les dingues.

#Netanyahu #GrandDébat
#Le9JuinVotezManon #cnews
#Genocide‌AGaza #Remigration",Thu May 30 20:11:40 +0000 2024,338,1005
123,IGN France,"Le State of Play se lancé avec un long aperçu de Concord, le hero shooter du studio Firewalk. 

Au programme : du JcJ en 5 contre 5 en tant que « Freegunner »

Une bêta est prévue en juillet avant la sortie du jeu le 23 août 2024. https://t.co/OF4Z4rOBFl",Thu May 30 22:13:16 +0000 2024,2,5
124,Gabriel Attal,"Très heureux d’accueillir aujourd’hui le Président Xi Jinping pour sa visite d’État en France. 

Nous célébrons en cette année 2024 les 60 ans de nos relations diplomatiques. 🇫🇷🇨🇳

Bienvenue en France ! https://t.co/QPrLygxeNF",Sun May 05 16:53:29 +0000 2024,461,3196
125,♮E'LAST France ♮ ✊♀️,"🌸║30/05/2024║INSTAGRAM

➥ Je ne bois sur du thé glacé sans sucre ✌🏻

#ELAST #엘라스트 #エラスト
#RANO #라노 #ラノ
━━━
© @ELASTofficial
🇫🇷 ELASTFrance #🐧 https://t.co/XFtR54czO6",Thu May 30 20:54:20 +0000 2024,0,2
126,Netflix France,"Football Manager 2024 Mobile

Composez votre équipe de foot et menez-les à la victoire ! https://t.co/lC3G1KKYbt",Sun Apr 14 10:00:04 +0000 2024,2,36
127,SOTTER Jeanne,"Tractage à la gare de Nantes pour la liste @ete_2024 menée par @g_lacroix et MeetUp avec @DaphneLEDUNF @fpadovani44 @AdrienCopros 
RDV jeudi prochain au #Flesselles à partir de 1️⃣8️⃣h3️⃣0️⃣ ! @PartiRadicalG @volt_france 🗳️🇪🇺 https://t.co/fNvZRvaSIA",Thu May 30 19:05:14 +0000 2024,8,15
128,Gethsemani💊,"France mai 2024 : Pour la cours des comptes les anti cancéreux coûtent trop cher.

https://t.co/x9Ah9YnEZp",Thu May 30 21:00:15 +0000 2024,1,0
129,Sortiraparis,Nuit Blanche 2024 à Paris et en Île-de-France : les événements à vivre en plein air ! https://t.co/nDK32Gmu9Q,Thu May 30 20:38:18 +0000 2024,0,1
130,Jidé ✨,"Le métier le plus facile de France en 2024: météorologiste.

Je tente: Il pleut.",Thu May 30 23:12:37 +0000 2024,0,0
131,Skander🔻⭕️,"Il était une fois un criminel de guerre qui a tué 15mille enfants.
Il y avait un humoriste qui l'a traité de nazi sans prépuce, et bien devinez quoi?
Le criminel de guerre s'adresse aux français lors d'un prime time dune chaine française et l'humoriste est suspendu ! #France 2024",Thu May 30 18:42:46 +0000 2024,0,4
132,VERITY France,Un nouveau scandale au Royaume Uni: les décès parmi les vaccinés ont été enregistrés comme non vaccinés Pour faire croire que les vaccins étaient sûrs et efficaces  https://t.co/b85KQezvoI,Thu May 30 21:20:32 +0000 2024,2381,3414
133,Fx Bellamy,Ils sont prêts à nier la France jusqu’à travestir la réalité pour annuler son histoire. Comment comprendre les Invalides en effaçant la croix qui constitue leur sens profond ? Comment prétendre aimer un pays quand on fait tout pour détruire ses racines ? https://t.co/3qDoYCfCpz,Tue Mar 05 10:30:35 +0000 2024,2103,5877
134,Philippe 69,"Avant même les élections, l'Europe est en dépression toute entière ce soir. Enroulement sur la France, sur la mer du Nord, sur l'Allemagne orientale. Ce Mai 2024 restera dans les annales pour les volumes précipitants à grande échelle géographique. Allemagne+Suisse à surveiller.🌧️ https://t.co/e87eLBHUhG",Thu May 30 18:17:31 +0000 2024,2,30
135,Nassira El Moaddem,".@JulienOdoul, député @RNational_off, qui sera jugé dès septembre 2024 avec Marine Le Pen pour détournement de fonds publics européens, me demande de quitter la France, sur le plateau @CNEWS de Jean-Marc Morandini condamné pour harcèlement sexuel et corruption sexuelle de mineurs",Wed May 01 15:20:14 +0000 2024,6346,17461
136,Danièle Deschamps,"VENDREDI 31 MAI - Direction :

☑️ Le Jura, à Lons-le-Saunier pour @davidlisnard 
https://t.co/OIUxDKGeg2
☑️ La Savoie, à Aix-les-Bains pour @fxbellamy
https://t.co/NgmRTV1seT 
Plus d'infos demain https://t.co/LbvnuOAKGo",Thu May 30 18:18:52 +0000 2024,18,35
137,Ministère de l’Économie et des Participations,"Ce jeudi 30 mai 2024, les Ministres de l'Economie Mays MOUISSI (@mays_kinga) et Bruno LE MAIRE (@BrunoLeMaire) ont eu une séance de travail. Les échanges ont permis de discuter des relations économiques entre le #Gabon et la #France.

Pour en savoir plus : https://t.co/M7sIbMV1TA https://t.co/fgVhWNXUwK",Thu May 30 19:08:29 +0000 2024,4,15
138,K-GEN,"TOP30 par réputation des acteurs et actrices de Mai 2024
https://t.co/rB3gAP8V1w",Thu May 30 18:30:00 +0000 2024,2,22
139,️Directs.fr,Européennes 2024 : France 2 commet une erreur dans les spots télé de campagne du RN et Renaissance. Qu’est-ce qui s’est réellement passé? https://t.co/hGkrQs4vpW 👇,Thu May 30 18:32:08 +0000 2024,0,0
140,BFM Paris Île-de-France,"JO 2024: les Parisiens concernés par la ""zone rouge"" peuvent demander leur ""Pass-Jeux"" dès vendredi
https://t.co/dKHENnhtA3 https://t.co/8gTbLg2BTG",Thu May 30 20:17:16 +0000 2024,0,2
141,Sven Franck (Volt) 🇪🇺🇩🇪🇫🇷🇸🇮,"Excellent débat pour les #ElectionsEuropéennes organisé par le @dfja_cfaj sur l'importance de l'engagement de la jeunesse pour l'Europe. En tant que candidat allemand de @volt_france et @ETE_2024, j'espère pouvoir ouvrir une nouvelle voie dans la coopération franco-allemande 🇩🇪🇫🇷 https://t.co/2VxLy0RFMw",Thu May 30 19:04:46 +0000 2024,9,30
142,France Rugby,"🇫🇷🇳🇿 Dans une finale d'un niveau incroyable, les Bleus s'inclinent d'un rien en finale contre la Nouvelle-Zélande. Les Bleus repartent de Hong-Kong avec la médaille d'argent après un tournoi 𝒎𝒂𝒈𝒏𝒊𝒇𝒊𝒒𝒖𝒆.

𝑩𝒓𝒂𝒗𝒐 𝒍𝒆𝒔 𝒈𝒂𝒓𝒄̧𝒐𝒏𝒔 ! 👏
@SVNSSeries | #HSBCSVNSHKG https://t.co/gvTiBh8JKe",Sun Apr 07 11:21:43 +0000 2024,54,671
143,AF26,"Trop de semoule et de banane en #France en 2024 !!!

Qu ils retournent dans les pays que leurs grands parents ou arrieres grands parebts ont quitté comme des laches !

Les wa...bismi...hamdou... dehors !

Pas #boycottTF1 !!!!!",Thu May 30 19:34:22 +0000 2024,0,0
144,Réveillez-vous,"Rapport sur la christianophobie en France en janvier 2024

Nous venons de mettre en ligne un nouveau rapport sur les actes anti-chrétiens commis en France en janvier 2024

Vous pouvez le consulter et le télécharger en laissant votre courriel ci-dessous:

https://t.co/quuYq88gtO",Thu May 30 22:28:20 +0000 2024,0,0
145,TWS FRANCE 🇫🇷,"「 30.05.24 - WEVERSE 」
Update du 26.05.2024

› #DOHOON a partagé des photos sur Instagram 

#도훈 #TWS #투어스 #247WithUs

- 🫒 https://t.co/9BvcKc8w3O",Thu May 30 19:40:13 +0000 2024,0,2
146,UN TRUC DE FOOT,"Antoine Griezmann sur le jeu de l'équipe de France : ""Défendre c'est chiant à regarder. C'est très chiant à regarder mais bon c'est comme ça. Ça fait gagner donc...""

Extrait de la conférence de presse des Bleus à Clairefontaine le 30 mai 2024
https://t.co/foLkr6lZJl",Thu May 30 21:59:26 +0000 2024,3,12
147,France Rugby,"☘️🇫🇷 𝐋𝐄𝐒 𝐁𝐋𝐄𝐔𝐒 𝐒𝐎𝐍𝐓 𝐄𝐍 𝐅𝐈𝐍𝐀𝐋𝐄 ! 😍 Comme à LA, les garçons s'imposent contre l'Irlande joueront une 2e finale consécutive ! 𝑳𝒆𝒕'𝒔 𝑮𝑶 ! 🔥

🔜🏅 La finale, c'est à 12h53 contre la 🇳🇿 Nouvelle-Zélande !
@rugbypass_fr @SVNSSeries | #HSBCSVNSHKG https://t.co/9T1Iv3OZoD",Sun Apr 07 06:26:59 +0000 2024,87,957
148,Netflix France,@seliba_10 jour / mois / 2024,Sat May 11 12:09:34 +0000 2024,1,39
149,UEFA EURO 2024 🇫🇷,"L'#EURO c'est dans 1️⃣ mois et 1️⃣ jour! On se regarde tous les buts des Bleus lors de leur dernier triomphe en 2000 🇫🇷

@equipedefrance | #EURO2024 https://t.co/tGgKjFxJ1U",Mon May 13 17:16:57 +0000 2024,100,458
150,P1H France,"[30.05.2024] Nouveau post de #THEO sur Weverse !

Mes cheveux longs me manquent tout d’un coup😶

-🐠 https://t.co/j45dHNaFI7",Thu May 30 20:23:10 +0000 2024,2,16
151,Sandrine Rousseau,"À quelle vitesse sommes-nous en train de basculer là ? 
Soutien à Rima Hassan. 

Convocation de Rima Hassan : une nouvelle intimidation inacceptable - La France insoumise https://t.co/XgGiQIaHSf",Fri Apr 19 15:40:44 +0000 2024,623,2926
152,KangSan ✊♀️,"→ Partenariat : 30.05.2024

La fanbase est maintenant en partenariat avec la fanbase de @france_dino du groupe #Seventeen (@SEVENTEENFrance) !

Merci à elle ! 🤠 https://t.co/8bvytKahzO",Thu May 30 18:27:05 +0000 2024,0,2
153,FRANCE MAGHREB 2 🎙️,"🇵🇸🇫🇷✊
Ce jeudi 30 mai 2024, La tour #TF1 a été placée sous ""haute protection policière"" à la suite d’un appel sur les réseaux sociaux à manifester contre l'interview de Benjamin Netanyahou sur @LCI ce soir. 
🎥 : @CLPRESSFR 🙏

https://t.co/a67zw361ws",Thu May 30 18:20:59 +0000 2024,1,0
154,Angry_Bisounours,"« LE 9 JUIN, ON MET FIN AU DUO MACRON-LE PEN »

#ManonAubry dans la Matinale de France Inter le 30 mai 2024 
#UnionPopulaire #Européennes #9juin 
 https://t.co/ciBxPcbq1a",Thu May 30 21:09:46 +0000 2024,3,3
155,aufeminin,Cette destination à 3h de vol de la France est la plus en vogue de l'été 2024 https://t.co/y2OhdywIJ1,Thu May 30 19:06:19 +0000 2024,0,0
156,sophia aram,"Joie, ""Le monde d'après"" reçoit le Molière de l'humour 2024 💃🏻
En tournée dans toute la France et les 13, 14, 15 juin à Paris au @TheatreLibre_ https://t.co/LJXhItLPJP",Tue May 07 12:08:56 +0000 2024,321,2486
157,CNEWS,Pascal Praud sur la mort de Matisse : «Une femme de 37 ans frappe un adolescent de 15 ans qui agonise et la justice la remet en liberté» https://t.co/AEvewi1bgN,Wed May 01 07:50:00 +0000 2024,2022,6154
158,Club Lotus France,La  magnifique Lotus Elan Spint de 1973 d'Harry Metcafle (ex créateur rédacteur en chef des revues Evo) sera présente au prochain London Concours 2024 ce premier week-end de juin. #MyLotus #MaLotus #Elan #LondonConcours #ClubLotusFrance @harrym_vids @ClassicLotus @ClubLotusFrance https://t.co/3WWzRShqCp,Thu May 30 19:22:51 +0000 2024,2,11
159,L'ÉQUIPE,"A la dernière minute les Bleus gagnent contre l'Angleterre et terminent deuxièmes du Tournoi https://t.co/i5xnGWv6S1
#FRAANG https://t.co/r1Gc2o32PY",Sat Mar 16 21:56:30 +0000 2024,143,1587
160,la chaine L'Équipe,"LES BLEUES QUALIFIÉES POUR L’EURO 2024 ! 
La France remporte son match contre la Slovénie 41-21 https://t.co/imI2j68i8v",Sun Mar 03 17:33:46 +0000 2024,33,375
161,François Asselineau,"⚠️ LE FMI REVOIT SES PRÉVISIONS
DE CROISSANCE 2024

📉 À LA BAISSE POUR LA FRANCE
à seulement +0,7%, alors que Le Maire l'annonçait encore à +1 % en février

📈 À LA HAUSSE POUR LA RUSSIE
elle grimperait à +3,2%, soit encore mieux que les +2,6% prévus !
□
https://t.co/YlUVp96Dye",Wed Apr 17 11:12:07 +0000 2024,518,1064
162,CharlesHenry Delapomme 🇫🇷Z🌿👑,"#Agriculteurs #Eleveurs #Agriculture 
Attention aux vols de moutons et d'agneaux en #France entre 16 et le 19 juin 2024 les égorgeurs célèbrent leur carnage
l’Hérault a déjà  pris un arrêté pour interdire entre le 27 mai et 22 juin 2024 le transport d'ovins
#islamisme #Reconquete",Thu May 30 17:54:38 +0000 2024,3,2
163,Mélo,"Quand tu préviens que tes enfants sont en danger, tu finis systématiquement en tôle, assassinée, licenciée... la France 2024, à écouter absolument ! Evidemment tes enfants sont sciemment violés et torturés &amp; assignés chez leur tortionnaire https://t.co/mqjh1X9FzN",Thu May 30 19:13:02 +0000 2024,0,1
164,Nicolas Dufourcq,"Après avoir été mise à l’honneur au salon Viva Technology, la deeptech poursuit sur sa lancée avec le Deeptech Tour !

Prochaine étape à Paris, à la Maison de l’Océan, le 6 juin ! Inscriptions ouvertes ➡️ https://t.co/flTlGwcHV0

Cette tournée à travers la France illustre la https://t.co/JFOONFsh2C",Thu May 30 17:17:50 +0000 2024,2,6
165,Footballogue,"Philipp Lahm donne son favori pour remporter l'Euro 2024 ! 👀🇫🇷

""La France, tout simplement parce qu'ils ont vraiment beaucoup de joueurs très talentueux. Je dirai 40 joueurs. 

lls ont un groupe très équilibré et peuvent amener des joueurs du banc qui auraient normalement la https://t.co/BWFu6TiwDU",Tue Mar 26 11:08:39 +0000 2024,41,595
166,Le Monde,Suspension de Guillaume Meurice : les syndicats de Radio France appellent à la grève dimanche https://t.co/X57OnQfnSi,Tue May 07 09:35:25 +0000 2024,827,3195
167,Liberté,"La flamme prête à être allumée devant la mairie de ##Caen 🔥
@Paris2024
Images France Télévisions / Paris 2024 - crédit CIO
@francetvsport https://t.co/DrUlbmDItK",Thu May 30 17:34:43 +0000 2024,6,29
168,Pascal Condomitti,"Une pluie de médailles pour le Lutador Boxing lors des championnats de France 2024 en karaté et para-karaté ! 🥋
Félicitations à Frédéric, Gilles, Simon, Fanny, Sylvie, David, Nathan, Léo, Fabio, Krystal et Christophe pour ces belles médailles d’or, d’argent et de bronze ! 🥇🥈🥉 https://t.co/yGmRX91V56",Thu May 30 20:12:55 +0000 2024,0,3
169,Volt France 🇫🇷,"💜 Mais au fait, comment fait-on campagne au sein de Volt ? 
🙌 De la France à la Suède, une même énergie pour changer l’Europe ! 
En France, pour voter Volt, votez pour la liste @ETE_2024 menée par @Lacroix_PRG ! https://t.co/9HkHDmQ6Tm",Thu May 30 18:28:57 +0000 2024,9,57
170,Le Monde,Eric Zemmour condamné en appel pour avoir qualifié le prénom d’Hapsatou Sy d’« insulte à la France » https://t.co/1VWAqDBehA,Thu Mar 28 15:11:18 +0000 2024,910,3208
171,Le Parisien | sport,"Équipe de France : N’Golo Kanté va récupérer son numéro 13
➡️ https://t.co/pbYDbpZWx4 https://t.co/hYehpycnvX",Thu May 30 17:35:52 +0000 2024,4,17
172,Liberté,"Le chaudron de @Paris2024 est allumé à #Caen.
Images France Télévisions / Paris 2024 - crédit CIO
@francetvsport https://t.co/2cSGQv69wy",Thu May 30 17:37:20 +0000 2024,1,9
